Marca temporal,Nombre de usuario,🥦🥕 Bolsón de verduras verdes agroecológicas (5 kg aprox) con variedades de estación - Productores de Escobar - $630,"🥔🧅 Bolsón de Pesadas agroecológicas (5kg aprox.) Variedades: Papá, cebolla, batata, anco, cabutia - $355",🥦🥔 COMBO Bolsón de verduras verdes agroecológicas (5 kg aprox) + Bolsón de Pesadas agroecológicas (5kg aprox.) - $900,☀️🍊 COMBO Cítrico de Verano - 2kg Naranja - 1kg Limón - 1kg Pomelo o mandarina - $435,🌽 Choclo agroecológico - Escobar - $60 por unidad,🥑Palta agroecológica de Finca Ecotipa - Tucumán (500 gr.) - $240,🍅 Tomate perita agroecológico de Mendoza (1 kg.) - $205,🥒 Morrón verde agroecológico de Luján (500 gr.) - $100,Uva Red Glove - Aprosur - Mendoza (500gr) -  $ 115,🍆 Berenjena agroecológica de Escobar (1 kg.) - $150,🧄 Ajo agroecológico de UST - Mendoza (100 gr.) - $40,🍊 Ciruela agroecológico de Mendoza( 500 gr.) - $200,🍎 Manzana roja agroecológica Coop Río Colorado - Río Negro ( 1kg.) - $190,🍋 Limón agroecológico de Finca Ecotipa - Tucumán (1 kg) - $100,🍐 Pera agroecológica de Coop. Río Colorado - Río Negro (1 kg) - $185,🥚 Huevos de campo de Tres Arroyos (docena.) - $270,🥜 Maní con cascara de Salta (500 gm) - $210,"Yerba mate ""Las Tunas"" 1Kg - $640","Yerba Mate ""Grapia Milenaria"" 1Kg - $680",Azúcar Mascabo Agroecológica 1Kg - $265,"Mermelada de naranja ""Dulce Huayna"" 360gr - $490","Mermelada Otoñal ""Dulce Huayna"" 360gr - $490","Harina de Trigo Integral Agroecológica ""Naturaleza Viva"" 1K - $150","Tomate Triturado sin piel Agroecológico ""Manos del Pueblo"" 450cc - $280","Aceite de Girasol puro ""El Cortijo"" 900ml - $370","Aceitunas Verdes orgánicas ""San Nicolas"" 500g - $520","Promoción 1° - viandas cinco almuerzos: Tarta individual de acelga, cebolla caramelizada y queso - Tarta individual de calabaza, ricota y nuez - Musaka/Lasagña de berenjenas - Canelones de acelga con salsa bologñesa - Pastel de papa - $1900","Promoción 2° - viandas vegetariana cinco almuerzos: Tarta de calabaza, zanahoria y cebollas asadas - Tarta de acelga y cebolla caramelizada - Canelones de acelga y ricota con salsa blanca y fileto - Porcion de knishes - Porción buñuelos de acelga - $1800"," Gran picada del Abasto CARNE: Bastoncitos de muzza, bastoncitos de pollo, albóndigas de carne, buñuelos de acelga, Hummus c/ pimentón ahumado, Berenjenas al escabeche, Aceitunas condimentadas, Salsitas: alioli, y salsa picante + 2 panes estilo campo - $1600"," Gran picada del Abasto VEGGIE: Bastoncitos de muzza, falafel, buñuelos de acelga, knishes receta tradicional, hummus c/ pimentón ahumado, berenjenas al escabeche, aceitunas condimentadas. Salsitas: alioli, y salsa picante + 2 panes estilo campo - $1500",3 Empanadas de Osobuco Braseado - $330,3 Empanadas de Bondiola a la cerveza negra - $330,"3 Empanadas de champiñón, queso, puerro y cebolla - $330",3 Empanadas de queso y cebolla - $330,"Tarta de calabaza, zanahoria y cebolla asadas - $380",Tarta de acelga y cebolla caramelizada - $380,Musaka / Lasagña de Berenjenas. Cuenta con distintos cortes de carne vacuna - $440,Pastel de papa - $440,Canelones de acelga y ricota con salsa blanca y fileto - $420,Canelones de acelga con salsa bologñesa -  $420,Buñuelos de acelga - $380,3 knishes de papa y cebolla - $360,Bolsa PAC - $150,🍊 Naranja agroecológica de Finca Don Luis - Entre Ríos ( 1kg.) - $120,🍑 Durazno agroecológico de Approsur - Mendoza ( 1kg.) - $350,Morrón rojo agroecológico de Luján (500 gr.) - $ 120,🟢 Zapallito redondo agroecológico de Productores de Escobar (1 kg.) - $125,"Mermelada de Frutilla ""Crece desde el Pie"" Agroecológica 360gr - $430",🍅 Tomate cherry orgánico de San Nicolas (500 gr.) - $155,🍊 Mandarina agroecológico de Finca Don Luis - Entre Ríos (1 kg) - $100,🍓 Frutillas agroecológicas de Productores de Escobar (600 gr.) - $290,🍌 Banana orgánica de Finca La Lucrecia - Jujuy ( 1kg.) - $230,12 Cookies de chocolate - $450,12 Cookies de maní con chips de chocolate - $450,Cuadraditos de Brownie y nuez - $300,Budín de limón con arándanos (250gr) - $300,Budín de naranja con jengibre (250gr) - $300,Caja de 6 rolls de canela $500,Arroz yamani Hebrasol 1Kg - $210,Coco rallado Hebrasol 1Kg - $580,Fécula de mandioca Hebrasol 1Kg - $158,Poroto colorado Hebrasol 1Kg - $270,🥭 Mango agroecológico de Finca Ecotipa - Tucumán ( 1kg.) - $175,🔵 Arándanos agroecológicos de Finca Ecotipa - Tucumán (250 gr.) - $220,Miel natural Mercado del Abasto 500gr - $450,🎋 Jengibre agroecológico de Batter - Misiones (100 gr.) - $65,"Aceite de Oliva ""La Riojana"" Extra Virgen Orgánico 500cc - $600","Tomate Triturados sin piel Agroecológico ""Manos del Pueblo"" 970g - $265",¿Como retirás?,Barrio,🏠¿Dónde querés retirar el pedido? 
2021/08/19 12:19:28 p. m. GMT-3,69,1.0,1.0,,,,,,0.0,,,,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/08/19 12:30:48 p. m. GMT-3,53,0.0,0.0,,,,,,0.0,,,,,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,2.0,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,0.0,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/08/19 12:38:19 p. m. GMT-3,99,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/08/19 1:19:42 p. m. GMT-3,100,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/08/19 2:09:22 p. m. GMT-3,226,1.0,0.0,,,,,,1.0,,,,,0.0,0.0,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,,0.0,,,,,,,,,,,,,1.0,2.0,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/08/19 11:17:16 p. m. GMT-3,227,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/08/19 11:31:27 p. m. GMT-3,228,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/08/20 7:49:30 a. m. GMT-3,133,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/08/20 12:27:31 p. m. GMT-3,151,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/08/20 12:30:32 p. m. GMT-3,229,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/08/20 3:22:03 p. m. GMT-3,230,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $300),Palermo,
2021/08/20 6:49:11 p. m. GMT-3,231,1.0,1.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/08/20 8:05:35 p. m. GMT-3,201,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $300),Villa Crespo,
2021/08/31 10:55:28 a. m. GMT-3,16,1.0,1.0,,,,,,1.0,,1.0,,,0.0,0.0,,0.0,0.0,1.0,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,0.0,1.0,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/08/31 10:57:22 a. m. GMT-3,138,1.0,1.0,,,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/08/31 11:06:17 a. m. GMT-3,90,,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/08/31 11:06:32 a. m. GMT-3,165,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/08/31 11:43:54 a. m. GMT-3,0,1.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/08/31 12:15:20 p. m. GMT-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/08/31 12:50:42 p. m. GMT-3,53,1.0,0.0,,,,,,0.0,,0.0,,,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,2.0,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/08/31 2:41:26 p. m. GMT-3,1,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/08/31 3:41:50 p. m. GMT-3,232,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $300),Palermo,
2021/08/31 4:10:35 p. m. GMT-3,96,1.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,Envío a domicilio (recargo de $300),Villa Ortúzar,
2021/09/01 7:46:42 a. m. GMT-3,181,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/09/01 7:56:56 a. m. GMT-3,115,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,1.0,,,,,,,2.0,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/01 1:02:03 p. m. GMT-3,198,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/01 1:02:25 p. m. GMT-3,29,1.0,0.0,,,,,,1.0,,0.0,,,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/01 1:13:28 p. m. GMT-3,217,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/01 1:23:14 p. m. GMT-3,222,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/01 1:30:37 p. m. GMT-3,233,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $300),Villa Crespo,
2021/09/01 1:31:33 p. m. GMT-3,44,0.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,0.0,,,,,1.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/01 1:51:48 p. m. GMT-3,234,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,Envío a domicilio (recargo de $300),Chacarita,
2021/09/01 1:55:42 p. m. GMT-3,108,,1.0,,,,,,2.0,,2.0,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/09/01 2:09:59 p. m. GMT-3,8,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/01 2:22:00 p. m. GMT-3,42,1.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,0.0,,,,,1.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Envío a domicilio (recargo de $300),Palermo,
2021/09/01 3:00:45 p. m. GMT-3,235,1.0,1.0,,,,,,1.0,,0.0,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,1.0,,,,,1.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/01 3:04:57 p. m. GMT-3,236,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/09/01 4:04:09 p. m. GMT-3,219,0.0,,,,,,,1.0,,0.0,,,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,Envío a domicilio (recargo de $300),Palermo,
2021/09/01 5:03:43 p. m. GMT-3,201,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,Envío a domicilio (recargo de $300),Villa Crespo,
2021/09/01 8:05:26 p. m. GMT-3,59,1.0,1.0,,,,,,2.0,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/02 7:01:30 a. m. GMT-3,230,1.0,1.0,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/02 11:05:13 a. m. GMT-3,218,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/02 11:22:40 a. m. GMT-3,237,1.0,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $300),Villa Urquiza,
2021/09/02 11:24:17 a. m. GMT-3,238,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $300),Palermo,
2021/09/02 1:33:20 p. m. GMT-3,218,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/02 2:40:24 p. m. GMT-3,99,1.0,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/09/02 4:11:46 p. m. GMT-3,239,1.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/02 11:33:18 p. m. GMT-3,70,1.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/03 9:51:32 a. m. GMT-3,64,1.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/09/03 10:41:46 a. m. GMT-3,69,0.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/09/03 10:45:16 a. m. GMT-3,147,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $300),Palermo,
2021/09/03 11:04:25 a. m. GMT-3,75,1.0,1.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,Envío a domicilio (recargo de $300),Palermo,
2021/09/03 11:55:24 a. m. GMT-3,10,2.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/03 2:58:50 p. m. GMT-3,93,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/14 9:02:06 a. m. GMT-3,0,1.0,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/09/14 10:35:17 a. m. GMT-3,232,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $300),Palermo,
2021/09/14 10:42:34 a. m. GMT-3,194,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/14 10:44:15 a. m. GMT-3,240,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/14 10:56:35 a. m. GMT-3,79,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/09/14 12:07:12 p. m. GMT-3,133,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/14 12:15:23 p. m. GMT-3,241,1.0,1.0,,,,,1.0,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/14 12:49:47 p. m. GMT-3,115,1.0,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,0.0,1.0,,,,,1.0,,,1.0,,,,1.0,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/14 1:14:49 p. m. GMT-3,1,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/14 8:57:03 p. m. GMT-3,147,1.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $300),Palermo,
2021/09/15 10:46:48 a. m. GMT-3,81,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/09/15 10:51:57 a. m. GMT-3,29,1.0,,,,,,2.0,,,1.0,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,,0.0,1.0,,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/09/15 10:53:12 a. m. GMT-3,186,1.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,2.0,,,Envío a domicilio (recargo de $300),Palermo,
2021/09/15 12:13:50 p. m. GMT-3,169,0.0,1.0,,,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,,1.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
